customer_id,probability_of_churn,prediction_of_churn
1904-WAJAA,0.22121011468722002,0
1936-CZAKF,0.0728962415538777,0
1951-IEYXM,0.03820527831821764,0
1960-UOTYM,0.10255467180378826,0
1971-DTCZB,0.038234424397175414,0
1972-XMUWV,0.044806541303654884,0
2000-DHJUY,0.040904050146572515,0
2040-LDIWQ,0.0472327252454631,0
2077-DDHJK,0.041663454380676354,0
2088-IEBAU,0.06366096749325567,0
2091-GPPIQ,0.05498558493002533,0
2123-VSCOT,0.05575738894638351,0
2126-GSEGL,0.04025141923755459,0
2160-GPFXD,0.06444164375413058,0
2162-FRZAA,0.0457188878538255,0
2167-FQSTQ,0.05659049950985733,0
2176-LVPNX,0.03939947713349087,0
2176-OSJUV,0.037335448419859876,0
2192-CKRLV,0.051586765707749734,0
2192-OZITF,0.08674806076779903,0
2194-IIQOF,0.03935234750116058,0
2197-OMWGI,0.05907613131718781,0
2200-DSAAL,0.06265566506761486,0
2211-RMNHO,0.04298562213662135,0
2226-ICFDO,0.03781594938552568,0
2234-EOFPT,0.03727972619629663,0
2235-EZAIK,0.03726753228266137,0
2245-ADZFJ,0.1339981313028624,0
2251-PYLPB,0.037295990714011955,0
2252-NKNSI,0.07150701618056354,0
2253-KPMNB,0.03823063877160868,0
2256-YLYLP,0.041849277232532386,0
2274-XUATA,0.03598078415973017,0
2296-DKZFP,0.0459050906675391,0
2302-OUZXB,0.03750805110247376,0
2314-TNDJQ,0.035399937116145155,0
2335-GSODA,0.156047665473958,0
2351-BKRZW,0.09255539999351371,0
2378-YIZKA,0.042957672552016046,0
2400-XIWIO,0.058131967620766924,0
2404-JIBFC,0.06506796409830287,0
2451-YMUXS,0.04244233123472175,0
2498-XLDZR,0.12836128873576136,0
2516-XSJKX,0.14185939274798967,0
2535-PBCGC,0.03851612918866406,0
2580-ASVVY,0.1493228227208048,0
2612-PHGOX,0.04792925844712182,0
2649-HWLYB,0.046418789958869236,0
2661-GKBTK,0.05457254315291143,0
2676-SSLTO,0.0754631048236249,0
2710-WYVXG,0.2802342176095392,0
2725-TTRIQ,0.03767606909800965,0
2753-JMMCV,0.046223642283111835,0
2773-MADBQ,0.10940351377730428,0
2775-SEFEE,0.29671692318899745,0
2824-DXNKN,0.036642704725951686,0
2845-KDHVX,0.04712934096558113,0
2863-IMQDR,0.07951422764640756,0
2882-WDTBA,0.040765175054232265,0
2885-HIJDH,0.041764439227757744,0
2925-VDZHY,0.038047428672726535,0
2933-XEUJM,0.08510492543599597,0
2954-PIBKO,0.039749896753632226,0
2977-CEBSX,0.046320132446331305,0
2987-BJXIK,0.040242668578668477,0
2990-IAJSV,0.03832199079362702,0
2990-OGYTD,0.04447614321506,0
2996-XAUVF,0.03651255423442341,0
2999-AANRQ,0.1750314881086893,0
3050-RLLXC,0.06253320274018426,0
3057-VJJQE,0.11322066504966884,0
3071-MVJCD,0.037520320646657536,0
3082-YVEKW,0.16742316639870447,0
3084-DOWLE,0.03832199079362702,0
3108-PCCGG,0.037696608505351926,0
3146-MSEGF,0.037993571414716446,0
3166-PNEOF,0.05394655711260765,0
3174-AKMAS,0.08249611121972662,0
3200-MNQTF,0.043030830196146605,0
3219-JQRSL,0.03808060803844033,0
3227-WLKLI,0.04798771471648686,0
3230-IUALN,0.08809448902402825,0
3249-VHRIP,0.04764780080648193,0
3259-KNMRR,0.0603922264416207,0
3259-QMXUN,0.08660215844539444,0
3262-EIDHV,0.0377171586710528,0
3280-MRDOF,0.13490367476047047,0
3298-QEICA,0.15441377711366935,0
3308-JSGML,0.054805002886464046,0
3397-AVTKU,0.12907422688151762,0
3398-GCPMU,0.03811796804097118,0
3399-BMLVW,0.07005209811372629,0
3400-ESFUW,0.06137268550460758,0
3410-YOQBQ,0.133643634389712,0
3429-IFLEM,0.03834160294838927,0
3470-OBUET,0.043320952328869684,0
3474-BAFSJ,0.05759455488300783,0
3486-HOOGQ,0.039807452332313996,0
3500-NSDOA,0.04165441006853882,0
3508-VLHCZ,0.03945953859108169,0
3511-BFTJW,0.034096955741775306,0
3512-IZIKN,0.03857909919921263,0
3533-UVMOM,0.04166797724111388,0
3544-FBCAS,0.03762681838365025,0
3557-HTYWR,0.0816368851098393,0
3563-SVYLG,0.04092358055893263,0
3566-CAAYU,0.06659000896868461,0
3569-JFODW,0.038234424397175414,0
3635-JBPSG,0.1944865482146428,0
3638-VBZTA,0.043097594247892515,0
3638-WEABW,0.0560784793603688,0
3649-JPUGY,0.03803913817064224,0
3654-ARMGP,0.05420148364818626,0
3704-IEAXF,0.03524554927204381,0
3720-DBRWL,0.07357744305312817,0
3745-HRPHI,0.042903658294557515,0
3779-OSWCF,0.039687710373701106,0
3795-GWTRD,0.04943307451503728,0
3796-ENZGF,0.04855698354810641,0
3813-DHBBB,0.041207700906398845,0
3884-UEBXB,0.03990320645663552,0
3889-VWBID,0.042757874568922986,0
3891-NLXJB,0.103493225074569,0
3902-MIVLE,0.04944904453231301,0
3908-MKIMJ,0.05769991596131888,0
3911-RSNHI,0.037031311816470514,0
3913-FCUUW,0.03656281951239695,0
3933-DQPWX,0.06918415494448676,0
3938-YFPXD,0.037684283570273466,0
3948-KXDUF,0.044234623465763304,0
3967-KXAPS,0.03834704511157756,0
4006-HKYHO,0.05063359673500611,0
4012-YCFAI,0.05277761704100956,0
4039-PIMHX,0.07291921018325481,0
4075-WKNIU,0.30215815058856826,0
4077-HWUYD,0.03795219259036417,0
4079-VTGLK,0.1919849904044176,0
4079-WWQQQ,0.036173798034213715,0
4102-HLENU,0.0425437222356212,0
4111-BNXIF,0.061833829173417745,0
4115-BNPJY,0.14064445713079776,0
4139-DETXS,0.036087015780008995,0
4188-PCPIG,0.05919510045887648,0
4194-FJARJ,0.06367425946853805,0
4254-QPEDE,0.06871591433153981,0
4291-TPNFG,0.037520320646657536,0
4293-ETKAP,0.04674577882912264,0
4295-YURET,0.06139424115800758,0
4304-XUMGI,0.07453822719528969,0
4312-GVYNH,0.03730166076598864,0
4334-HOWRP,0.03612643738845351,0
4355-HBJHH,0.06453545929477317,0
4381-MHQDC,0.08011292890299838,0
4472-LVYGI,0.29231594475985184,0
4500-HKANN,0.16198497824356203,0
4526-RMTLL,0.2496534463192996,0
4568-KNYWR,0.06828226836934578,0
4615-PIVVU,0.09373892581956542,0
4648-YPBTM,0.06767444210473428,0
4654-ULTTN,0.0393853198461919,0
4664-NJCMS,0.12120423169676937,0
4671-VJLCL,0.04989282584453374,0
4674-HGNUA,0.03940376432861563,0
4676-WLUHT,0.061835612623947586,0
4701-LKOZD,0.04068686234333796,0
4717-GHADL,0.07523663312376938,0
4718-WXBGI,0.038317816602304336,0
4723-BEGSG,0.03787781976886642,0
4737-AQCPU,0.036694720123627234,0
4737-HOBAX,0.04988745669038774,0
4751-ERMAN,0.036959895733857086,0
4782-OSFXZ,0.038790993216212315,0
4827-DPADN,0.03760221623113686,0
4835-YSJMR,0.09925898841522247,0
4837-PZTIC,0.07634016198147968,0
4849-PYRLQ,0.06147914982458233,0
4854-SSLTN,0.28173765118772515,0
4859-ZSRDZ,0.05555317495755793,0
4872-JCVCA,0.035932477980103,0
4891-NLUBA,0.05112805413785711,0
4900-MSOMT,0.037348897517123635,0
4915-BFSXL,0.038886966454048905,0
4922-CVPDX,0.1527192650181399,0
4940-KHCWD,0.05016247429747399,0
4967-WPNCF,0.03602796099586891,0
4973-MGTON,0.038934845416413844,0
4992-LTJNE,0.0353728722955244,0
4994-OBRSZ,0.21367791368113467,0
5003-XZWWO,0.03891789509765307,0
5010-IPEAQ,0.041499578738144666,0
5067-WJEUN,0.041499578738144666,0
5095-ETBRJ,0.06127488226380536,0
5110-CHOPY,0.07607484787715386,0
5115-GZDEL,0.03630434813089324,0
5117-ZSMHQ,0.03940376432861563,0
5126-RCXYW,0.06180933363210962,0
5129-HHMZC,0.09471827435781545,0
5130-YPIRV,0.050653730498111595,0
5135-RDDQL,0.04684882385247705,0
5148-ORICT,0.047748675363592646,0
5176-OLSKT,0.044057774196306625,0
5181-OABFK,0.05993554751226232,0
5197-LQXXH,0.03884170624724797,0
5208-FVQKB,0.03880238556907314,0
5227-JSCFE,0.03583451064172342,0
5232-NXPAY,0.0817048481511287,0
5248-KWLAR,0.05816298471322268,0
5248-RPYWW,0.03816783613716433,0
5248-YGIJN,0.0381761535753796,0
5256-SKJGO,0.06726197671580082,0
5275-PMFUT,0.03611460655564241,0
5317-FLPJF,0.04353126460806736,0
5318-YKDPV,0.09330970970285911,0
5320-BRKGK,0.05801592425477212,0
5321-NTRKC,0.04531001554791035,0
5327-XOKKY,0.03680297913613938,0
5329-KRDTM,0.03711745559367064,0
5338-YHWYT,0.10796940084035245,0
5360-XGYAZ,0.03618169728283132,0
5377-NDTOU,0.03950249337576788,0
5394-MEITZ,0.05500073915822722,0
5397-NSKQG,0.041203225858713624,0
5456-ITGIC,0.036087015780008995,0
5457-COLHT,0.04120146252620525,0
5458-CQJTA,0.046283604428543505,0
5472-CVMDX,0.03886324087959474,0
5485-ITNPC,0.045906593714184006,0
5494-WOZRZ,0.038731908320626875,0
5583-EJXRD,0.08592333981208075,0
5614-DNZCE,0.05668108618777655,0
5641-DMBFJ,0.0862801432059866,0
5656-MJEFC,0.0902665886720184,0
5676-CFLYY,0.038008880269738955,0
5680-LQOGP,0.04272080092482799,0
5696-JVVQY,0.07849448537088594,0
5702-KVQRD,0.057202532822091735,0
5707-ZMDJP,0.06707657752846499,0
5709-LVOEQ,0.3057527602207138,0
5727-MYATE,0.03822193060697724,0
5736-YEJAX,0.04109420520353117,0
5751-USDBL,0.0854229645791763,0
5762-TJXGK,0.06763655287552016,0
5766-FTRTS,0.037696608505351926,0
5781-RFZRP,0.038021307172188885,0
5788-YPOEG,0.12371536611911335,0
5792-JALQC,0.06779386951077461,0
5803-NQJZO,0.03635193321581062,0
5816-JMLGY,0.03986810990454141,0
5840-NVDCG,0.19970792477458496,0
5846-NEQVZ,0.03780233871024657,0
5862-BRIXZ,0.08190646602386785,0
5879-HMFFH,0.037993571414716446,0
5893-PYOLZ,0.06260628522382611,0
5915-ANOEI,0.03975985487972085,0
5930-GBIWP,0.04127759850752184,0
5980-BDHPY,0.03791498866236521,0
5982-PSMKW,0.17187474012374715,0
5993-JSUWV,0.0435124038323619,0
5996-EBTKM,0.04293763888178135,0
5997-OPVFA,0.0380764590985197,0
6013-BHCAW,0.05331989628814079,0
6023-GSSXW,0.039517082698300426,0
6034-ZRYCV,0.05214377192798481,0
6064-ZATLR,0.14259134709273413,0
6087-YPWHO,0.036379718892928375,0
6115-ZTBFQ,0.03616984903237428,0
6119-SPUDB,0.07815427540032514,0
6120-RJKLU,0.051526837797360316,0
6122-EFVKN,0.1503946148020234,0
6122-LJADA,0.04072224599578271,0
6164-HAQTX,0.03643414678117867,0
6166-YIPFO,0.05333203395342978,0
6169-PGNCD,0.059695415185701796,0
6177-PEVRA,0.07613517329222876,0
6203-HBZPA,0.06837600925738876,0
6248-TKCQV,0.03988545690501375,0
6253-GNHWH,0.037822944248919785,0
6258-PVZWJ,0.04350111908254926,0
6283-GITPX,0.03830403248636714,0
6288-CHQJB,0.06503143238199104,0
6339-RZCBJ,0.07994866263053545,0
6348-SNFUS,0.03538446906267162,0
6365-HITVU,0.039177158404712434,0
6369-MCAKO,0.0433364604815351,0
6371-NZYEG,0.19826358962208898,0
6374-AFWOX,0.0827450842632932,0
6384-VMJHP,0.036766858709827537,0
6408-WHTEF,0.03810551079727275,0
6418-HNFED,0.07348484525581417,0
6418-PIQSP,0.05164321247308186,0
6427-FEFIG,0.1632235175045586,0
6434-TTGJP,0.2281546349130285,0
6437-UDQJM,0.037667856346258445,0
6439-PKTRR,0.058816040984633694,0
6461-SZMCV,0.03923689479768217,0
6463-MVYRY,0.05913205035440512,0
6479-VDGRK,0.03776652299369866,0
6504-VBLFL,0.08972603410204762,0
6505-OZNPG,0.25694561709787256,0
6516-NKQBO,0.10899149815944807,0
6522-OIQSX,0.03896195548936648,0
6549-BTYPG,0.05271536268582008,0
6559-ILWKJ,0.0532788573934784,0
6586-MYGKD,0.039570010081392076,0
6603-YRDCJ,0.12156664428298872,0
6614-YOLAC,0.03680979379729574,0
6625-IUTTT,0.042534495315958126,0
6631-HMANX,0.037778873769881934,0
6656-GULJQ,0.0376227169510542,0
6681-ZSEXG,0.059706205989093646,0
6691-CCIHA,0.076326860901761,0
6695-AMZUF,0.040396068560524336,0
6695-FRVEC,0.04206188596514292,0
6701-DHKWQ,0.05002935411368217,0
6701-YVNQG,0.038047428672726535,0
6723-CEGQI,0.04341679161767043,0
6727-IOTLZ,0.21591307041955005,0
6732-VAILE,0.040352182928805526,0
6741-QRLUP,0.049941172875669175,0
6754-LZUKA,0.0533084623481239,0
6762-QVYJO,0.056060494578557,0
6867-ACCZI,0.15530775059179477,0
6870-ZWMNX,0.0394968939678076,0
6885-PKOAM,0.0390494454770827,0
6897-RWMUB,0.051858309113117305,0
6898-RBTLU,0.07756798323953122,0
6901-GOGZG,0.08121944014554629,0
6916-HIJSE,0.04729903540439065,0
6953-PBDIN,0.03922706229984382,0
6963-EZQEE,0.04058088794938897,0
6997-UVGOX,0.03902395086373872,0
7018-FPXHH,0.05974437242167222,0
7021-XSNYE,0.24475684044289361,0
7025-WCBNE,0.07921602124860594,0
7037-MTYVW,0.10996327561023378,0
7054-DMVAS,0.06439385751353105,0
7101-HRBLJ,0.037635022537784446,0
7109-CQYUZ,0.07212615384313509,0
7110-BDTWG,0.053016652104398175,0
7113-HIPFI,0.04395770052147991,0
7131-ZQZNK,0.052607995744336014,0
7138-GIRSH,0.07366007706544324,0
7139-JZFVG,0.05268143499964475,0
7162-WPHPM,0.057498124811276925,0
7164-BPTUT,0.06166438850375611,0
7169-YWAMK,0.03639957831597194,0
7191-ADRGF,0.08596783191537807,0
7197-VOJMM,0.04287251969162027,0
7233-PAHHL,0.045718437665037415,0
7253-UVNDW,0.08082278820209976,0
7274-CGTOD,0.04765808173324122,0
7284-ZZLOH,0.08318197492453017,0
7301-ABVAD,0.037873692053123416,0
7306-YDSOI,0.03937116743748586,0
7321-ZNSLA,0.20591749789190822,0
7340-KEFQE,0.06626878217131058,0
7349-ALMUX,0.10887821745724635,0
7359-SSBJK,0.0473230156915047,0
7398-HPYZQ,0.03945953859108169,0
7399-QHBJS,0.03626869866042858,0
7401-JIXNM,0.06803483244740258,0
7408-OFWXJ,0.03813873880550613,0
7492-TAFJD,0.24013845009348694,0
7501-IWUNG,0.052502542484304575,0
7503-MIOGA,0.03814289426254288,0
7508-DQAKK,0.049005327250133464,0
7524-VRLPL,0.04061925998912196,0
7560-QJAVJ,0.03979879418941752,0
7579-KKLOE,0.03951968784092747,0
7596-ZYWBB,0.04478715386217994,0
7599-NTMDP,0.04817482285419789,0
7605-BDWDC,0.12613100559626275,0
7609-YBPXG,0.06743401431422126,0
7622-FWGEW,0.06312009835311104,0
7633-MVPUY,0.08456955228183126,0
7639-LIAYI,0.07069905144992693,0
7639-OPLNG,0.03976850490230234,0
7649-SIJJF,0.03857197010073923,0
7665-NKLAV,0.10668555930920558,0
7688-AWMDX,0.036477914193060484,0
7722-VJRQD,0.035812221723125585,0
7758-UJWYS,0.1611429550629315,0
7771-CFQRQ,0.07991281836183275,0
7771-ZONAT,0.1656888117922585,0
7779-ORAEL,0.08703564707977246,0
7781-HVGMK,0.03614616373338459,0
7816-VGHTO,0.24718742133312802,0
7860-KSUGX,0.036087015780008995,0
7860-UXCRM,0.049321421226719044,0
7873-CVMAW,0.03803499357027339,0
7898-PDWQE,0.03859718129184368,0
7921-BEPCI,0.03571847124552686,0
7963-SHNDT,0.06488278802454243,0
7975-JMZNT,0.046485534260017836,0
7998-WNZEM,0.038613997538924444,0
8039-ACLPL,0.036427399034079565,0
8039-EQPIM,0.03941402997062692,0
8046-DNVTL,0.047136432770135565,0
8050-DVOJX,0.07790092640171173,0
8060-HIWJJ,0.04902116620441647,0
8069-RHUXK,0.039864169230747426,0
8100-PNJMH,0.04331768028601563,0
8106-GWQOK,0.10445671764222601,0
8125-QPFJD,0.0377336065530968,0
8144-DGHXP,0.0967887896810493,0
8146-QQKZH,0.038719258513052995,0
8165-CBKXO,0.04309943508286509,0
8166-ZZTFS,0.04537866152556689,0
8169-SAEJD,0.039097904015093825,0
8174-TBVCF,0.04113574892210363,0
8181-YHCMF,0.04071514065265642,0
8197-BFWVU,0.038426487579496946,0
8200-LGKSR,0.05728199812054401,0
8204-YJCLA,0.03611460655564241,0
8205-VSLRB,0.039600154421658984,0
8208-EUMTE,0.1949003963659725,0
8218-FFJDS,0.03785718551084491,0
8221-HVAYI,0.11642095232380467,0
8232-CTLKO,0.06384617910764301,0
8242-PDSGJ,0.03644089573094761,0
8295-KMENE,0.05627849304910679,0
8311-UEUAB,0.0639634232885594,0
8313-AFGBW,0.11781971508674295,0
8316-BBQAY,0.04482108713367338,0
8336-TAVKX,0.03720662020521083,0
8338-QIUNR,0.03624890795844062,0
8345-MVDYC,0.08821285385053493,0
8374-UULRV,0.037828315690157086,0
8390-FESFV,0.052032925339151596,0
8404-VIOMB,0.04363986558677202,0
8413-YNHNV,0.042105749088533165,0
8414-OOEEL,0.04527572966279867,0
8434-PNQZX,0.0960641487763155,0
8468-FZTOE,0.05444659686403474,0
8510-TMWYB,0.06364725209716815,0
8571-ZCMCX,0.07928214289817184,0
8580-QVLOC,0.038359578167439796,0
8587-XYZSF,0.04117191354515709,0
8590-YFFQO,0.038549700906277636,0
8619-IJNDK,0.037245987018598846,0
8626-PTQGE,0.03939687959013001,0
8630-QSGXK,0.07225282851077228,0
8631-NBHFZ,0.04526593823572439,0
8645-KOMJQ,0.04131796027948123,0
8661-BOYNW,0.03769249976337976,0
8670-MEFCP,0.11850282280073145,0
8690-ZVLCL,0.04323795110627084,0
8722-PRFDV,0.03835831228634093,0
8727-XDPUD,0.10249907217425365,0
8766-PAFNE,0.03848804691059773,0
8780-YRMTT,0.042234271196234706,0
8792-AOROI,0.24516123499520556,0
8819-WFGGJ,0.04017008250298194,0
8882-TLVRW,0.0376394990292644,0
8908-NMQTX,0.036177747451019364,0
8990-YOZLV,0.03998837348279767,0
8999-YPYBV,0.08870606207637295,0
9000-PLFUZ,0.051446043073476624,0
9018-PCIOK,0.062319046266692935,0
9027-TMATR,0.1339380160215287,0
9065-ZCPQX,0.03723909472633298,0
9068-VPWQQ,0.05267749488652098,0
9073-ZZIAY,0.0765107348678924,0
9091-WTUUY,0.047226083966985126,0
9102-OXKFY,0.05365475530712348,0
9110-HSGTV,0.041362850984951766,0
9114-DPSIA,0.037414112618849873,0
9135-MGVPY,0.04156543728323466,0
9140-CZQZZ,0.04245753881514548,0
9152-AMKAK,0.2643009776126192,0
9194-GFVOI,0.09723107358093432,0
9220-CXRSC,0.03951278368109404,0
9224-VTYID,0.08447472131913647,0
9225-BZLNZ,0.055731921720254755,0
9227-YBAXE,0.04705971615894059,0
9236-NDUCW,0.16358106732375566,0
9242-TKFSV,0.03613827195163506,0
9281-CEDRU,0.041052701644405186,0
9286-BHDQG,0.034604176303602005,0
9297-EONCV,0.03826776034588106,0
9297-FVVDH,0.08901260045027529,0
9339-FIIJL,0.03782007105548262,0
9348-ROUAI,0.05796829606583156,0
9359-JANWS,0.04471936076320584,0
9372-TXXPS,0.052607995744336014,0
9385-NXKDA,0.037548964584734924,0
9415-ZNBSX,0.04062059733305482,0
9435-JMLSX,0.039079209388404576,0
9443-JUBUO,0.036150110246268054,0
9453-PATOS,0.037750061326431474,0
9477-LGWQI,0.03984643632281168,0
9479-HYNYL,0.03862240829937434,0
9481-WHGWY,0.03943248734633278,0
9488-FVZCC,0.03729192394522445,0
9489-DEDVP,0.03890813930165549,0
9489-JMTTN,0.03813458378323473,0
9499-XPZXM,0.0361106637734898,0
9530-GRMJG,0.059243872428489414,0
9541-PWTWO,0.07087786704676595,0
9548-LIGTA,0.0533256141259744,0
9553-DLCLU,0.22442453243136534,0
9560-BBZXK,0.10463055612080181,0
9565-FLVCG,0.045761435905994796,0
9610-WCESF,0.059808815128519384,0
9674-EHPPG,0.07850590800776586,0
9675-ICXCT,0.05520376567817935,0
9715-SBVSU,0.20813595056555947,0
9755-JHNMN,0.07566091032577224,0
9769-TSBZE,0.056999433448339916,0
9778-OGKQZ,0.03832199079362702,0
9786-YWNHU,0.04817120265717917,0
9795-NREXC,0.048857730904527434,0
9795-SHUHB,0.04323511188859837,0
9796-MVYXX,0.20014990774497113,0
9823-EALYC,0.037401876456171906,0
9867-XOBQA,0.16925306261284317,0
9871-ELEYA,0.11957657183115047,0
9880-TDQAC,0.05279701845725183,0
9885-MFVSU,0.1112120793878229,0
9888-ZCUMM,0.04629709126603844,0
9906-NHHVC,0.044199663855846644,0
9919-FZDED,0.037667856346258445,0
9926-PJHDQ,0.03707295036346171,0
9928-BZVLZ,0.2150206903797263,0
9993-LHIEB,0.042747198995235665,0
9995-HOTOH,0.0700552388162936,0
0002-ORFBO,0.23901599531854678,0
0020-JDNXP,0.11805858296951342,0
0022-TCJCI,0.08482046200973935,0
0068-FIGTF,0.1497575857390964,0
0074-HDKDG,0.15359628725126825,0
0080-EMYVY,0.2044453075159695,0
0083-PIVIK,0.07115005988654159,0
0104-PPXDV,0.05493833204366767,0
0112-QWPNC,0.11341450214231416,0
0121-SNYRK,0.06855946578943727,0
0134-XWXCE,0.08969714936787371,0
0230-UBYPQ,0.04539874003556078,0
0234-TEVTT,0.07447881873821463,0
0254-KCJGT,0.07094503053766435,0
0254-WWRKD,0.04117191354515709,0
0297-RBCSG,0.1830450702822811,0
0303-UNCIP,0.0963467821734471,0
0305-SQECB,0.21543579749193995,0
0308-IVGOK,0.21710611480083805,0
0310-SUCIN,0.03896876730666017,0
0334-ZFJSR,0.062491362583058506,0
0373-AIVNJ,0.2284479288280693,0
0378-XSZPU,0.05612646531350583,0
0384-LPITE,0.09872659292994859,0
0440-MOGPM,0.1424395195347723,0
0471-LVHGK,0.14036302359308375,0
0484-FFVBJ,0.1261597607474299,0
0489-WMEMG,0.22120420268769,0
0496-AHOOK,0.1619281406528248,0
0533-UCAAU,0.059289793745416104,0
0557-ASKVU,0.18438184337597974,0
0565-IYCGT,0.04101839301618372,0
0607-MVMGC,0.08768587186335766,0
0628-CNQRM,0.16908276370819655,0
0635-WKOLD,0.10049422337481718,0
0654-PQKDW,0.05051772988906846,0
0657-DOGUM,0.07695182794819319,0
0661-KBKPA,0.06837098004475507,0
0661-WCQNQ,0.16553229025903476,0
0667-NSRGI,0.07840440731526163,0
0679-TDGAK,0.10811926173535782,0
0687-ZVTHB,0.04604917462923588,0
0723-FDLAY,0.0916395713940888,0
0723-VSOBE,0.1155709756632297,0
0725-CXOTM,0.1177358849062653,0
0743-HNPFG,0.07142957182761565,0
0743-HRVFF,0.10086469237567339,0
0756-MPZRL,0.07741487182307438,0
0810-BDHAW,0.22674212383828546,0
0810-DHDBD,0.06984799738290975,0
0840-DCNZE,0.08385482143215661,0
0866-QLSIR,0.1188036213211165,0
0872-CASZJ,0.05540065561913024,0
0895-LMRSF,0.16359045828781144,0
0930-EHUZA,0.11464202609681125,0
0946-FKYTX,0.06365666339357817,0
0975-UYDTX,0.15764911673140833,0
0980-FEXWF,0.1460560607806654,0
0983-TATYJ,0.11926326672526208,0
0993-OSGPT,0.04074612034102179,0
1032-MAELW,0.06236359772251665,0
1042-HFUCW,0.1515896947492288,0
1088-CNNKB,0.049908936592222966,0
1094-BKOSX,0.08278547386290866,0
1099-BTKWT,0.05925267381513709,0
1121-QSIVB,0.09019783550191006,0
1122-YJBCS,0.03885183138184931,0
1136-XGEQU,0.07595694481249703,0
